Penguin Capitalist - Historical Backtest Log
  TrendPenguin: SELL 1 AMD @ $201.77
  TrendPenguin: BUY 1 BE @ $156.11
  TrendPenguin: SELL 1 MP @ $57.00
  TrendPenguin: BUY 1 MSFT @ $397.50
  TrendPenguin: BUY 1 TSLA @ $410.22
  TrendPenguin: BUY 1 LMT @ $661.29
  TrendPenguin: BUY 1 NVO @ $47.32
  TrendPenguin: SELL 1 GLD @ $461.16
  TrendPenguin: SELL 1 SLV @ $73.29
  TrendPenguin: SELL 1 PPLT @ $192.79
  TrendPenguin: BUY 1 URTH @ $190.93
  TrendPenguin: SELL 1 GDXJ @ $136.59

Bar 151:
  BreakoutPenguin: BUY 1 BE @ $156.78
  MeanReversionPenguin: BUY 1 GDXJ @ $137.00
  MeanReversionPenguin: BUY 1 SIL @ $102.94
  Moving Average Crossover: SELL 1 AMD @ $202.04
  RandomPenguin: BUY 1 NVDA @ $188.12
  RandomPenguin: SELL 1 PPLT @ $193.20
  RandomPenguin: BUY 1 GDXJ @ $137.00
  RandomPenguin2: BUY 1 NVDA @ $188.12
  RandomPenguin2: SELL 1 SLV @ $73.37
  RandomPenguin2: SELL 1 REMX @ $89.09
  TrendPenguin: BUY 1 NVDA @ $188.12
  TrendPenguin: BUY 1 AAPL @ $260.87
  TrendPenguin: BUY 1 PLTR @ $133.78
  TrendPenguin: BUY 1 AMD @ $202.44
  TrendPenguin: BUY 1 BE @ $156.78
  TrendPenguin: BUY 1 MP @ $57.33
  TrendPenguin: BUY 1 MSTR @ $133.53
  TrendPenguin: BUY 1 MSFT @ $397.56

Bar 152:
  BreakoutPenguin: SELL 1 AAPL @ $260.17
  BreakoutPenguin: BUY 1 URTH @ $190.92
  CarefulTrendPenguin: BUY 1 LMT @ $662.05
  MeanReversionPenguin: BUY 1 GLD @ $461.77
  MeanReversionPenguin: BUY 1 GDXJ @ $136.45
  Moving Average Crossover: SELL 1 REMX @ $89.00
  RandomPenguin: SELL 1 NVDA @ $187.56
  RandomPenguin: BUY 1 AAPL @ $260.69
  RandomPenguin: SELL 1 BE @ $155.54
  RandomPenguin: SELL 1 MP @ $57.20
  RandomPenguin: BUY 1 MSTR @ $133.35
  RandomPenguin: SELL 1 TSLA @ $408.87
  RandomPenguin: SELL 1 LMT @ $660.73
  RandomPenguin: SELL 1 NVO @ $47.17
  RandomPenguin: BUY 1 GLD @ $461.77
  RandomPenguin: BUY 1 SLV @ $73.30
  RandomPenguin: BUY 1 COPX @ $86.85
  RandomPenguin: BUY 1 GDXJ @ $136.45
  RandomPenguin: BUY 1 SIL @ $102.50
  RandomPenguin: SELL 1 REMX @ $89.00
  RandomPenguin: SELL 1 PICK @ $60.70
  RandomPenguin2: BUY 1 BE @ $155.86
  RandomPenguin2: SELL 1 MSFT @ $395.93
  RandomPenguin2: BUY 1 SLV @ $73.30
  RandomPenguin2: SELL 1 COPX @ $86.67
  RandomPenguin2: BUY 1 URTH @ $190.92
  RandomPenguin2: BUY 1 GDXJ @ $136.45
  RandomPenguin2: BUY 1 SIL @ $102.50
  TrendPenguin: SELL 1 NVDA @ $187.56
  TrendPenguin: SELL 1 AAPL @ $260.17
  TrendPenguin: SELL 1 PLTR @ $132.83
  TrendPenguin: SELL 1 AMD @ $201.54
  TrendPenguin: SELL 1 BE @ $155.54
  TrendPenguin: SELL 1 MP @ $57.20
  TrendPenguin: SELL 1 MSTR @ $133.09
  TrendPenguin: SELL 1 MSFT @ $395.93
  TrendPenguin: SELL 1 TSLA @ $408.87
  TrendPenguin: BUY 1 NOC @ $726.68
  TrendPenguin: BUY 1 LMT @ $662.05
  TrendPenguin: SELL 1 NVO @ $47.17
  TrendPenguin: SELL 1 GLD @ $460.85
  TrendPenguin: SELL 1 SLV @ $73.16
  TrendPenguin: SELL 1 URTH @ $190.53
  TrendPenguin: BUY 1 PICK @ $60.82
  Volatility Breakout: SELL 1 MSFT @ $395.93

Bar 153:
  BreakoutPenguin: SELL 1 URTH @ $190.18
  BreakoutPenguin: SELL 1 REMX @ $88.80
  BreakoutPenguin: SELL 1 PICK @ $60.53
  Moving Average Crossover: SELL 1 PLTR @ $132.61
  Moving Average Crossover: SELL 1 TSLA @ $408.71
  Moving Average Crossover: SELL 1 PICK @ $60.53
  RandomPenguin: BUY 1 AAPL @ $260.70
  RandomPenguin: BUY 1 AMD @ $201.54
  RandomPenguin: SELL 1 BE @ $155.50
  RandomPenguin: SELL 1 MP @ $57.15
  RandomPenguin: SELL 1 GLD @ $460.93
  RandomPenguin: BUY 1 COPX @ $86.87
  RandomPenguin: BUY 1 URTH @ $190.56
  RandomPenguin: SELL 1 GDXJ @ $136.14
  RandomPenguin: SELL 1 SIL @ $102.38
  RandomPenguin: SELL 1 REMX @ $88.80
  RandomPenguin: SELL 1 PICK @ $60.53
  RandomPenguin2: SELL 1 NVDA @ $187.38
  RandomPenguin2: SELL 1 BE @ $155.50
  RandomPenguin2: BUY 1 MP @ $57.26
  RandomPenguin2: BUY 1 MSTR @ $132.96
  RandomPenguin2: BUY 1 NVO @ $47.34
  RandomPenguin2: BUY 1 COPX @ $86.87
  TrendPenguin: BUY 1 AAPL @ $260.70
  TrendPenguin: SELL 1 PLTR @ $132.61
  TrendPenguin: SELL 1 BE @ $155.50
  TrendPenguin: BUY 1 MSFT @ $396.87
  TrendPenguin: BUY 1 NOC @ $726.86
  TrendPenguin: SELL 1 LMT @ $660.00
  TrendPenguin: BUY 1 NVO @ $47.34
  TrendPenguin: BUY 1 GLD @ $461.85
  TrendPenguin: BUY 1 SLV @ $73.31
  TrendPenguin: BUY 1 COPX @ $86.87
  TrendPenguin: SELL 1 URTH @ $190.18
  TrendPenguin: BUY 1 SIL @ $102.59
  TrendPenguin: SELL 1 PICK @ $60.53
  Volatility Breakout: SELL 1 URTH @ $190.18
  Volatility Breakout: SELL 1 REMX @ $88.80

Bar 154:
  CarefulTrendPenguin: BUY 1 MSFT @ $397.13
  Moving Average Crossover: SELL 1 NVDA @ $187.69
  RandomPenguin: SELL 1 AMD @ $201.38
  RandomPenguin: BUY 1 MP @ $57.63
  RandomPenguin: BUY 1 MSTR @ $133.24
  RandomPenguin: SELL 1 GLD @ $461.53
  RandomPenguin: SELL 1 SLV @ $73.31
  RandomPenguin: SELL 1 URTH @ $190.29
  RandomPenguin: SELL 1 REMX @ $88.95
  RandomPenguin2: SELL 1 LMT @ $659.80
  RandomPenguin2: BUY 1 GLD @ $462.46
  RandomPenguin2: SELL 1 SLV @ $73.31
  RandomPenguin2: SELL 1 COPX @ $86.77
  RandomPenguin2: SELL 1 URTH @ $190.29
  RandomPenguin2: SELL 1 GDXJ @ $136.28
  TrendPenguin: BUY 1 NVDA @ $188.07
  TrendPenguin: BUY 1 MP @ $57.63
  TrendPenguin: SELL 1 NOC @ $725.30
  TrendPenguin: SELL 1 LMT @ $659.80
  TrendPenguin: SELL 1 NVO @ $47.20
  TrendPenguin: BUY 1 GLD @ $462.46
  TrendPenguin: BUY 1 SLV @ $73.45
  TrendPenguin: BUY 1 COPX @ $86.95
  TrendPenguin: BUY 1 URTH @ $190.67
  TrendPenguin: BUY 1 GDXJ @ $136.56
  TrendPenguin: BUY 1 SIL @ $102.76
  TrendPenguin: BUY 1 REMX @ $89.12

Bar 155:
  BreakoutPenguin: SELL 1 COPX @ $86.60
  BreakoutPenguin: SELL 1 REMX @ $88.73
  BreakoutPenguin: SELL 1 PICK @ $60.50
  CarefulTrendPenguin: SELL 1 LMT @ $659.46
  CarefulTrendPenguin: BUY 1 SLV @ $73.47
  RandomPenguin: BUY 1 NVDA @ $187.98
  RandomPenguin: BUY 1 AAPL @ $260.87
  RandomPenguin: BUY 1 BE @ $156.31
  RandomPenguin: SELL 1 MP @ $57.12
  RandomPenguin: BUY 1 LMT @ $660.78
  RandomPenguin: BUY 1 PPLT @ $193.42
  RandomPenguin: BUY 1 COPX @ $86.78
  RandomPenguin: BUY 1 LIT @ $72.75
  RandomPenguin2: BUY 1 AAPL @ $260.87
  RandomPenguin2: BUY 1 MSTR @ $132.91
  RandomPenguin2: BUY 1 NVO @ $47.26
  RandomPenguin2: SELL 1 SLV @ $73.33
  RandomPenguin2: BUY 1 COPX @ $86.78
  RandomPenguin2: SELL 1 LIT @ $72.61
  RandomPenguin2: BUY 1 GDXJ @ $136.04
  RandomPenguin2: SELL 1 REMX @ $88.73
  RSI Mean Reversion: BUY 1 AAPL @ $260.87
  RSI Mean Reversion: BUY 1 LIT @ $72.75
  TrendPenguin: SELL 1 NVDA @ $187.60
  TrendPenguin: SELL 1 AAPL @ $260.35
  TrendPenguin: SELL 1 MP @ $57.12
  TrendPenguin: SELL 1 MSFT @ $395.91
  TrendPenguin: BUY 1 TSLA @ $410.37
  TrendPenguin: SELL 1 NOC @ $724.99
  TrendPenguin: SELL 1 GLD @ $461.21
  TrendPenguin: BUY 1 SLV @ $73.47
  TrendPenguin: BUY 1 PPLT @ $193.42
  TrendPenguin: SELL 1 COPX @ $86.60
  TrendPenguin: SELL 1 GDXJ @ $135.76
  TrendPenguin: SELL 1 SIL @ $102.04
  TrendPenguin: SELL 1 REMX @ $88.73

Bar 156:
  BreakoutPenguin: BUY 1 TSLA @ $411.61
  BreakoutPenguin: SELL 1 PICK @ $60.50
  CarefulTrendPenguin: BUY 1 SLV @ $73.66
  Moving Average Crossover: SELL 1 MSTR @ $133.43
  RandomPenguin: SELL 1 AAPL @ $260.94
  RandomPenguin: SELL 1 BE @ $155.91
  RandomPenguin: BUY 1 TSLA @ $411.61
  RandomPenguin: BUY 1 NVO @ $47.29
  RandomPenguin: SELL 1 SLV @ $73.52
  RandomPenguin: SELL 1 PPLT @ $193.45
  RandomPenguin: BUY 1 COPX @ $86.96
  RandomPenguin: BUY 1 SIL @ $102.18
  RandomPenguin: BUY 1 REMX @ $88.96
  RandomPenguin2: SELL 1 AAPL @ $260.94
  RandomPenguin2: BUY 1 PLTR @ $133.44
  RandomPenguin2: BUY 1 AMD @ $202.02
  RandomPenguin2: SELL 1 MSTR @ $133.43
  RandomPenguin2: SELL 1 LMT @ $659.18
  RandomPenguin2: BUY 1 GLD @ $462.30
  RandomPenguin2: BUY 1 SLV @ $73.66
  RandomPenguin2: SELL 1 COPX @ $86.78
  RandomPenguin2: BUY 1 URTH @ $190.77
  RandomPenguin2: BUY 1 REMX @ $88.96
  RandomPenguin2: BUY 1 PICK @ $60.62
  TrendPenguin: BUY 1 NVDA @ $188.30
  TrendPenguin: BUY 1 AAPL @ $261.46
  TrendPenguin: BUY 1 PLTR @ $133.44
  TrendPenguin: BUY 1 AMD @ $202.02
  TrendPenguin: BUY 1 MP @ $57.31
  TrendPenguin: BUY 1 MSTR @ $133.70
  TrendPenguin: BUY 1 MSFT @ $397.43
  TrendPenguin: BUY 1 TSLA @ $411.61
  TrendPenguin: BUY 1 NVO @ $47.29
  TrendPenguin: BUY 1 SLV @ $73.66
  TrendPenguin: BUY 1 PPLT @ $193.84
  TrendPenguin: BUY 1 COPX @ $86.96
  TrendPenguin: SELL 1 SIL @ $101.98
  TrendPenguin: BUY 1 REMX @ $88.96

Bar 157:
  BreakoutPenguin: BUY 1 TSLA @ $411.29
  BreakoutPenguin: BUY 1 SLV @ $73.95
  CarefulTrendPenguin: BUY 1 AAPL @ $261.59
  CarefulTrendPenguin: BUY 1 GLD @ $463.09
  CarefulTrendPenguin: BUY 1 SLV @ $73.95
  CarefulTrendPenguin: BUY 1 COPX @ $87.16
  Moving Average Crossover: BUY 1 TSLA @ $411.29
  Moving Average Crossover: SELL 1 NOC @ $725.32
  Moving Average Crossover: SELL 1 LMT @ $659.60
  Moving Average Crossover: BUY 1 SLV @ $73.95
  RandomPenguin2: BUY 1 AMD @ $202.13
  RandomPenguin2: SELL 1 MP @ $57.27
  RandomPenguin2: SELL 1 NVO @ $47.22
  RandomPenguin2: SELL 1 SLV @ $73.80
  RandomPenguin2: SELL 1 COPX @ $86.99
  RandomPenguin2: BUY 1 URTH @ $190.76
  RandomPenguin2: BUY 1 REMX @ $89.12
  RandomPenguin2: SELL 1 PICK @ $60.62
  TrendPenguin: SELL 1 NVDA @ $187.90
  TrendPenguin: BUY 1 PLTR @ $133.48
  TrendPenguin: BUY 1 MP @ $57.38
  TrendPenguin: SELL 1 MSTR @ $133.08
  TrendPenguin: SELL 1 MSFT @ $396.49
  TrendPenguin: SELL 1 TSLA @ $410.47
  TrendPenguin: BUY 1 NOC @ $726.78
  TrendPenguin: BUY 1 NVO @ $47.32
  TrendPenguin: BUY 1 SLV @ $73.95
  TrendPenguin: BUY 1 COPX @ $87.16
  TrendPenguin: SELL 1 URTH @ $190.38
  TrendPenguin: BUY 1 GDXJ @ $136.64
  TrendPenguin: BUY 1 PICK @ $60.74
  Volatility Breakout: BUY 1 SLV @ $73.95
  Volatility Breakout: BUY 1 PPLT @ $194.48

Bar 158:
  CarefulTrendPenguin: BUY 1 AAPL @ $261.66
  CarefulTrendPenguin: BUY 1 PLTR @ $133.59
  CarefulTrendPenguin: SELL 1 MSFT @ $396.47
  CarefulTrendPenguin: BUY 1 GLD @ $463.18
  CarefulTrendPenguin: BUY 1 SLV @ $73.98
  CarefulTrendPenguin: BUY 1 PPLT @ $194.65
  CarefulTrendPenguin: BUY 1 GDXJ @ $136.66
  Moving Average Crossover: BUY 1 NVDA @ $188.23
  Moving Average Crossover: BUY 1 AAPL @ $261.66
  Moving Average Crossover: BUY 1 GLD @ $463.18
  Moving Average Crossover: BUY 1 PPLT @ $194.65
  RandomPenguin: SELL 1 NVDA @ $187.85
  RandomPenguin: SELL 1 AAPL @ $261.14
  RandomPenguin: BUY 1 PLTR @ $133.59
  RandomPenguin: BUY 1 NVO @ $47.38
  RandomPenguin: SELL 1 SLV @ $73.84
  RandomPenguin: BUY 1 PPLT @ $194.65
  RandomPenguin: BUY 1 COPX @ $87.15
  RandomPenguin: SELL 1 GDXJ @ $136.39
  RandomPenguin: BUY 1 SIL @ $102.63
  RandomPenguin: BUY 1 REMX @ $89.00
  RandomPenguin2: SELL 1 MP @ $57.18
  RandomPenguin2: SELL 1 MSTR @ $132.93
  RandomPenguin2: SELL 1 MSFT @ $396.47
  RandomPenguin2: BUY 1 TSLA @ $411.28
  RandomPenguin2: BUY 1 NVO @ $47.38
  RandomPenguin2: SELL 1 GLD @ $462.26
  RandomPenguin2: BUY 1 LIT @ $72.92
  RandomPenguin2: SELL 1 GDXJ @ $136.39
  RandomPenguin2: SELL 1 SIL @ $102.43
  TrendPenguin: SELL 1 AMD @ $201.53
  TrendPenguin: BUY 1 BE @ $156.59
  TrendPenguin: SELL 1 MP @ $57.18
  TrendPenguin: SELL 1 MSFT @ $396.47
  TrendPenguin: SELL 1 TSLA @ $410.46
  TrendPenguin: BUY 1 NOC @ $726.84
  TrendPenguin: BUY 1 NVO @ $47.38
  TrendPenguin: BUY 1 SLV @ $73.98
  TrendPenguin: SELL 1 COPX @ $86.97
  TrendPenguin: BUY 1 LIT @ $72.92
  TrendPenguin: SELL 1 REMX @ $88.82
  Volatility Breakout: SELL 1 LMT @ $659.53
  Volatility Breakout: BUY 1 NVO @ $47.38
  Volatility Breakout: BUY 1 GLD @ $463.18

Bar 159:
  CarefulTrendPenguin: BUY 1 AAPL @ $261.71
  CarefulTrendPenguin: BUY 1 PLTR @ $133.74
  CarefulTrendPenguin: BUY 1 NVO @ $47.47
  CarefulTrendPenguin: BUY 1 GLD @ $463.30
  CarefulTrendPenguin: BUY 1 SLV @ $74.01
  CarefulTrendPenguin: BUY 1 PPLT @ $194.82
  CarefulTrendPenguin: BUY 1 GDXJ @ $136.84
  Moving Average Crossover: BUY 1 NVO @ $47.47
  RandomPenguin: SELL 1 AAPL @ $261.19
  RandomPenguin: SELL 1 MSTR @ $132.87
  RandomPenguin: BUY 1 NVO @ $47.47
  RandomPenguin: BUY 1 SLV @ $74.01
  RandomPenguin: BUY 1 COPX @ $87.17
  RandomPenguin: SELL 1 LIT @ $72.71
  RandomPenguin: BUY 1 GDXJ @ $136.84
  RandomPenguin: SELL 1 SIL @ $102.56
  RandomPenguin: SELL 1 REMX @ $88.90
  RandomPenguin2: SELL 1 AMD @ $201.80
  RandomPenguin2: BUY 1 MP @ $57.28
  RandomPenguin2: BUY 1 MSTR @ $133.13
  RandomPenguin2: SELL 1 TSLA @ $411.07
  RandomPenguin2: SELL 1 NVO @ $47.38
  RandomPenguin2: BUY 1 GLD @ $463.30
  RandomPenguin2: BUY 1 SLV @ $74.01
  RandomPenguin2: BUY 1 PPLT @ $194.82
  RandomPenguin2: BUY 1 LIT @ $72.85
  TrendPenguin: BUY 1 PLTR @ $133.74
  TrendPenguin: SELL 1 BE @ $156.14
  TrendPenguin: SELL 1 MP @ $57.16
  TrendPenguin: BUY 1 NVO @ $47.47
  TrendPenguin: BUY 1 SLV @ $74.01
  TrendPenguin: BUY 1 COPX @ $87.17
  TrendPenguin: SELL 1 LIT @ $72.71
  TrendPenguin: BUY 1 SIL @ $102.76

Bar 160:
  BreakoutPenguin: SELL 1 AMD @ $201.00
  BreakoutPenguin: SELL 1 MSTR @ $132.18
  BreakoutPenguin: BUY 1 NVO @ $47.43
  BreakoutPenguin: SELL 1 PICK @ $60.56
  CarefulTrendPenguin: BUY 1 AAPL @ $261.41
  CarefulTrendPenguin: BUY 1 PLTR @ $133.06
  CarefulTrendPenguin: BUY 1 NVO @ $47.43
  CarefulTrendPenguin: BUY 1 GLD @ $462.57
  CarefulTrendPenguin: BUY 1 SLV @ $73.83
  CarefulTrendPenguin: BUY 1 PPLT @ $194.55
  RandomPenguin: BUY 1 NVDA @ $188.15
  RandomPenguin: SELL 1 PLTR @ $132.80
  RandomPenguin: BUY 1 BE @ $155.16
  RandomPenguin: BUY 1 MSTR @ $132.45
  RandomPenguin: SELL 1 COPX @ $86.66
  RandomPenguin: SELL 1 LIT @ $72.69
  RandomPenguin: SELL 1 SIL @ $102.23
  RandomPenguin: SELL 1 REMX @ $88.71
  RandomPenguin2: BUY 1 NVDA @ $188.15
  RandomPenguin2: BUY 1 PLTR @ $133.06
  RandomPenguin2: SELL 1 AMD @ $201.00
  RandomPenguin2: SELL 1 MP @ $56.74
  RandomPenguin2: SELL 1 MSFT @ $396.40
  RandomPenguin2: BUY 1 LMT @ $660.07
  RandomPenguin2: BUY 1 NVO @ $47.43
  RandomPenguin2: SELL 1 SLV @ $73.69
  RandomPenguin2: BUY 1 LIT @ $72.83
  RandomPenguin2: BUY 1 SIL @ $102.43
  RandomPenguin2: SELL 1 REMX @ $88.71
  RSI Mean Reversion: BUY 1 MSTR @ $132.45
  TrendPenguin: SELL 1 AAPL @ $260.89
  TrendPenguin: SELL 1 PLTR @ $132.80
  TrendPenguin: SELL 1 NOC @ $725.13
  TrendPenguin: SELL 1 NVO @ $47.33
  TrendPenguin: SELL 1 GLD @ $461.65
  TrendPenguin: SELL 1 SLV @ $73.69
  TrendPenguin: SELL 1 PPLT @ $194.16
  TrendPenguin: SELL 1 COPX @ $86.66
  TrendPenguin: SELL 1 GDXJ @ $135.77
  TrendPenguin: SELL 1 SIL @ $102.23
  TrendPenguin: SELL 1 PICK @ $60.56

Bar 161:
  BreakoutPenguin: BUY 1 NVDA @ $188.68
  BreakoutPenguin: BUY 1 NVO @ $47.51
  BreakoutPenguin: BUY 1 SLV @ $74.21
  BreakoutPenguin: SELL 1 URTH @ $190.29
  CarefulTrendPenguin: BUY 1 NVO @ $47.51
  MeanReversionPenguin: SELL 1 SLV @ $74.07
  Moving Average Crossover: BUY 1 NOC @ $726.75
  Moving Average Crossover: BUY 1 COPX @ $87.13
  Moving Average Crossover: BUY 1 LIT @ $72.98
  RandomPenguin: BUY 1 NVDA @ $188.68
  RandomPenguin: SELL 1 BE @ $155.91
  RandomPenguin: SELL 1 MP @ $57.14
  RandomPenguin: BUY 1 MSTR @ $132.87
  RandomPenguin: BUY 1 PPLT @ $195.04
  RandomPenguin: SELL 1 URTH @ $190.29
  RandomPenguin: SELL 1 GDXJ @ $136.69
  RandomPenguin: BUY 1 SIL @ $102.91
  RandomPenguin: BUY 1 REMX @ $89.07
  RandomPenguin: BUY 1 PICK @ $60.63
  RandomPenguin2: BUY 1 MP @ $57.25
  RandomPenguin2: SELL 1 MSTR @ $132.60
  RandomPenguin2: BUY 1 NVO @ $47.51
  RandomPenguin2: SELL 1 GLD @ $462.66
  RandomPenguin2: SELL 1 SLV @ $74.07
  RandomPenguin2: SELL 1 LIT @ $72.84
  RandomPenguin2: SELL 1 URTH @ $190.29
  RandomPenguin2: SELL 1 SIL @ $102.71
  RandomPenguin2: SELL 1 REMX @ $88.90
  RSI Mean Reversion: SELL 1 SLV @ $74.07
  TrendPenguin: BUY 1 NVDA @ $188.68
  TrendPenguin: BUY 1 AAPL @ $261.88
  TrendPenguin: BUY 1 PLTR @ $133.64
  TrendPenguin: BUY 1 AMD @ $202.31
  TrendPenguin: BUY 1 BE @ $156.23
  TrendPenguin: BUY 1 MP @ $57.25
  TrendPenguin: BUY 1 MSTR @ $132.87
  TrendPenguin: BUY 1 MSFT @ $397.37
  TrendPenguin: BUY 1 TSLA @ $411.66
  TrendPenguin: BUY 1 NVO @ $47.51
  TrendPenguin: BUY 1 SLV @ $74.21
  TrendPenguin: BUY 1 PPLT @ $195.04
  Volatility Breakout: BUY 1 AAPL @ $261.88
  Volatility Breakout: SELL 1 PICK @ $60.51

Bar 162:
  BreakoutPenguin: BUY 1 NVDA @ $188.76
  BreakoutPenguin: BUY 1 NVO @ $47.49
  Moving Average Crossover: BUY 1 PLTR @ $133.59
  Moving Average Crossover: SELL 1 BE @ $155.19
  Moving Average Crossover: BUY 1 MSFT @ $397.50
  Moving Average Crossover: SELL 1 NOC @ $724.30
  RandomPenguin: SELL 1 MSTR @ $132.51
  RandomPenguin: SELL 1 TSLA @ $410.52
  RandomPenguin: BUY 1 GLD @ $463.81
  RandomPenguin: BUY 1 PPLT @ $195.19
  RandomPenguin: SELL 1 COPX @ $87.00
  RandomPenguin: SELL 1 REMX @ $88.91
  RandomPenguin2: BUY 1 NVDA @ $188.76
  RandomPenguin2: BUY 1 AAPL @ $262.04
  RandomPenguin2: SELL 1 PLTR @ $133.33
  RandomPenguin2: BUY 1 MP @ $57.19
  RandomPenguin2: BUY 1 NOC @ $725.75
  RandomPenguin2: SELL 1 LMT @ $659.74
  RandomPenguin2: BUY 1 NVO @ $47.49
  RandomPenguin2: SELL 1 GLD @ $462.88
  RandomPenguin2: BUY 1 PPLT @ $195.19
  RandomPenguin2: BUY 1 URTH @ $190.80
  RandomPenguin2: BUY 1 GDXJ @ $137.23
  RandomPenguin2: SELL 1 REMX @ $88.91
  TrendPenguin: SELL 1 PLTR @ $133.33
  TrendPenguin: SELL 1 BE @ $155.19
  TrendPenguin: SELL 1 MP @ $57.08
  TrendPenguin: SELL 1 MSTR @ $132.51
  TrendPenguin: BUY 1 MSFT @ $397.50
  TrendPenguin: SELL 1 TSLA @ $410.52
  TrendPenguin: SELL 1 NOC @ $724.30
  TrendPenguin: BUY 1 LMT @ $661.06
  TrendPenguin: SELL 1 NVO @ $47.40
  TrendPenguin: BUY 1 GLD @ $463.81
  TrendPenguin: BUY 1 SLV @ $74.35
  TrendPenguin: BUY 1 COPX @ $87.18

Bar 163:
  Moving Average Crossover: BUY 1 GDXJ @ $137.59
  Moving Average Crossover: BUY 1 SIL @ $103.61
  RandomPenguin: SELL 1 NVDA @ $188.65
  RandomPenguin: BUY 1 AAPL @ $262.34
  RandomPenguin: BUY 1 MP @ $57.32
  RandomPenguin: BUY 1 NVO @ $47.55
  RandomPenguin: SELL 1 GLD @ $463.11
  RandomPenguin: SELL 1 SLV @ $74.31
  RandomPenguin: BUY 1 PPLT @ $195.27
  RandomPenguin: SELL 1 GDXJ @ $137.31
  RandomPenguin: BUY 1 SIL @ $103.61
  RandomPenguin: BUY 1 REMX @ $89.15
  RandomPenguin: BUY 1 PICK @ $60.81
  RandomPenguin2: SELL 1 NVDA @ $188.65
  RandomPenguin2: SELL 1 AAPL @ $261.81
  RandomPenguin2: BUY 1 PLTR @ $133.77
  RandomPenguin2: BUY 1 MP @ $57.32
  RandomPenguin2: BUY 1 MSTR @ $132.96
  RandomPenguin2: BUY 1 TSLA @ $411.58
  RandomPenguin2: BUY 1 NVO @ $47.55
  RandomPenguin2: SELL 1 PPLT @ $194.87
  RandomPenguin2: BUY 1 COPX @ $87.32
  RandomPenguin2: SELL 1 GDXJ @ $137.31
  RandomPenguin2: BUY 1 REMX @ $89.15
  RandomPenguin2: BUY 1 PICK @ $60.81
  RSI Mean Reversion: SELL 1 AAPL @ $261.81
  Volatility Breakout: BUY 1 MSFT @ $397.93
  Volatility Breakout: BUY 1 LMT @ $661.73
  Volatility Breakout: BUY 1 SIL @ $103.61

Bar 164:
  CarefulTrendPenguin: SELL 3 NVO @ $47.45
  CarefulTrendPenguin: BUY 1 SLV @ $74.56
  CarefulTrendPenguin: BUY 1 REMX @ $89.16
  MeanReversionPenguin: SELL 1 NVDA @ $189.02
  Moving Average Crossover: BUY 1 AMD @ $203.02
  RandomPenguin: BUY 1 NVDA @ $189.40
  RandomPenguin: SELL 1 AAPL @ $262.11
  RandomPenguin: BUY 1 MP @ $57.23
  RandomPenguin: BUY 1 MSTR @ $133.04
  RandomPenguin: BUY 1 NVO @ $47.54
  RandomPenguin: SELL 1 LIT @ $72.70
  RandomPenguin: SELL 1 REMX @ $88.98
  RandomPenguin2: BUY 1 NVDA @ $189.40
  RandomPenguin2: SELL 1 PLTR @ $133.64
  RandomPenguin2: BUY 1 MSTR @ $133.04
  RandomPenguin2: SELL 1 TSLA @ $411.35
  RandomPenguin2: SELL 1 NOC @ $724.27
  RandomPenguin2: BUY 1 LMT @ $661.22
  RandomPenguin2: BUY 1 NVO @ $47.54
  RandomPenguin2: BUY 1 GLD @ $464.12
  RandomPenguin2: SELL 1 COPX @ $87.05
  RandomPenguin2: SELL 1 LIT @ $72.70
  RandomPenguin2: SELL 1 GDXJ @ $137.34
  RandomPenguin2: BUY 1 REMX @ $89.16
  RSI Mean Reversion: SELL 1 NVDA @ $189.02
  TrendPenguin: SELL 1 LMT @ $659.89
  TrendPenguin: SELL 1 NVO @ $47.45
  TrendPenguin: BUY 1 GLD @ $464.12
  TrendPenguin: BUY 1 SLV @ $74.56
  TrendPenguin: SELL 1 PPLT @ $194.81
  TrendPenguin: SELL 1 COPX @ $87.05
  TrendPenguin: BUY 1 URTH @ $191.02
  TrendPenguin: BUY 1 GDXJ @ $137.62
  TrendPenguin: BUY 1 REMX @ $89.16
  Volatility Breakout: BUY 1 URTH @ $191.02

Bar 165:
  MomentumPenguin: BUY 1 SLV @ $74.63
  MomentumPenguin: BUY 1 GDXJ @ $137.83
  MomentumPenguin: BUY 1 SIL @ $103.76
  Moving Average Crossover: BUY 1 REMX @ $89.13
  RandomPenguin: BUY 1 AMD @ $203.21
  RandomPenguin: SELL 1 LMT @ $659.53
  RandomPenguin: BUY 1 NVO @ $47.52
  RandomPenguin: BUY 1 SLV @ $74.63
  RandomPenguin: SELL 1 PPLT @ $194.89
  RandomPenguin: BUY 1 COPX @ $87.35
  RandomPenguin: SELL 1 SIL @ $103.55
  RandomPenguin: BUY 1 REMX @ $89.13
  RandomPenguin2: SELL 1 NVDA @ $189.02
  RandomPenguin2: SELL 1 PLTR @ $133.74
  RandomPenguin2: BUY 1 MSTR @ $133.49
  RandomPenguin2: BUY 1 MSFT @ $398.09
  RandomPenguin2: BUY 1 NVO @ $47.52
  RandomPenguin2: BUY 1 SLV @ $74.63
  TrendPenguin: SELL 1 NVDA @ $189.02
  TrendPenguin: SELL 1 AAPL @ $262.10
  TrendPenguin: BUY 1 PLTR @ $134.00
